agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,enacted_page,enacted_line,estimated_exec_page,estimated_exec_line,anchor_method,predecessor_approp_id,predecessor_exec_page,predecessor_exec_line,successor_approp_id,successor_exec_page,successor_exec_line
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29590,2020,901980,170000,"18 For services and expenses related to state grants for a program of
19 family planning services pursuant to article 2 of the public health
20 law pursuant to the following:
21 The Door - A Center of Alternatives (29590) ..........................
22 901,980 ............................................. (re. $170,000)",981,18.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29591,2020,571500,20000,"23 William F. Ryan Community Health Center (29591) ......................
24 571,500 .............................................. (re. $20,000)",981,23.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29594,2020,910532,96000,"25 Planned Parenthood of New York City, Inc. (29594) ....................
26 910,532 .............................................. (re. $96,000)",981,25.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26821,2020,26255000,17387000,"27 For services and expenses related to providing nutritional services
28 and to provide nutritional education to pregnant women, infants, and
29 children, including suballocations to the department of agriculture
30 and markets for the farmer's market nutrition program and migrant
31 worker services and the office of temporary and disability assist-
32 ance for prenatal care assistance program activities. A portion of
33 these funds may be suballocated to other state agencies (26821) ....
34 26,255,000 ....................................... (re. $17,387,000)",981,27.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26822,2020,34547000,6551000,"35 For services and expenses, including operating expenses related to
36 providing nutritional services and nutrition education for hunger
37 prevention and nutrition assistance. A portion of this appropriation
38 may be suballocated to other state agencies (26822) ................
39 34,547,000 ........................................ (re. $6,551,000)",981,35.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26770,2020,4500000,821000,"40 For services and expenses of rape crisis centers, including but not
41 limited to prevention, education and victim services on college
42 campuses and within their communities in the state. Notwithstanding
43 any law to the contrary, the office of victim services and the
44 department of health shall administer the program and allocate funds
45 pursuant to a plan approved by the director of the budget. Such
46 allocation methodology shall be based in part on the following
47 factors: certification status, number of programs, and regional
48 diversity. Funds hereby appropriated may be transferred or suballo-
49 cated to any state department or agency (26770) ....................
50 4,500,000 ........................................... (re. $821,000)",981,40.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29604,2020,300000,64000,"AB
982 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For additional services and expenses of the Nurse-Family Partnership
2 program (29604) ... 300,000 .......................... (re. $64,000)",982,1.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29935,2020,438000,119000,"3 For additional state grants for a program of family planning services
4 pursuant to article 2 of the public health law (29935) .............
5 438,000 ............................................. (re. $119,000)",982,3.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26680,2020,500000,46000,"6 For additional services and expenses, including operating expenses
7 related to providing nutritional services and nutrition education
8 for hunger prevention and nutrition assistance. A portion of this
9 appropriation may be suballocated to other state agencies (26680)
10 ... 500,000 .......................................... (re. $46,000)",982,6.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29922,2020,84000,80000,"11 For services and expenses of NYS Coalition for the School Based Health
12 Centers (29922) ... 84,000 ........................... (re. $80,000)",982,11.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26823,2020,1912000,409000,"13 For services and expenses related to existing and new school based
14 health clinics. Notwithstanding any provision of law this appropri-
15 ation shall be allocated only pursuant to a plan submitted by the
16 speaker of the assembly, setting forth an itemized list of grantees
17 with the amount to be received by each, or the methodology for allo-
18 cation for such appropriation. Such plan, and the grantees listed
19 therein, shall be subject to the approval of the director of the
20 budget and thereafter shall be included in a resolution calling for
21 the expenditure of such monies, which resolution must be approved by
22 a majority vote of all members elected to the assembly upon a roll
23 call vote (26823) ... 1,912,000 ..................... (re. $409,000)",982,13.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26862,2020,200000,80000,"24 For additional services and expenses of the Sickle Cell Anemia program
25 (26862) ... 200,000 .................................. (re. $80,000)",982,24.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29569,2020,20000,20000,"26 For services and expenses of Westchester Jewish Community Services
27 (29569) ... 20,000 ................................... (re. $20,000)",982,26.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29606,2020,30000,30000,"28 For services and expenses of the Boys & Girls Club of Northern West-
29 chester Drug Prevention program (29606) ... 30,000 ... (re. $30,000)",982,28.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29570,2020,100000,15000,"30 For services and expenses of AIDS community resource health q center
31 (29570) ... 100,000 .................................. (re. $15,000)",982,30.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26694,2020,50000,50000,"32 For services and expenses of the Apicha Community Health Center
33 (26694) ... 50,000 ................................... (re. $50,000)",982,32.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29607,2020,13000,13000,"34 For services and expenses of Planned Parenthood of the Mid-Hudson
35 Valley - Newburgh (29607) ... 13,000 ................. (re. $13,000)",982,34.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29608,2020,13000,13000,"36 For services and expenses of Union Community Health Center (29608) ...
37 13,000 ............................................... (re. $13,000)",982,36.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26898,2020,140000,4000,"38 For services and expenses of Gay Men's Health Crisis (26898) .........
39 140,000 ............................................... (re. $4,000)",982,38.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29504,2020,500000,101000,"40 For additional services and expenses of Nurse Family Partnership
41 (29504) ... 500,000 ................................. (re. $101,000)",982,40.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29609,2020,500000,135000,"42 For additional state grants for a program of family planning services
43 pursuant to article 2 of the public health law (29609) .............
44 500,000 ............................................. (re. $135,000)",982,42.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29610,2020,250000,200000,"45 For services and expenses related to Sickle Cell research and treat-
46 ment. Notwithstanding any provision of law this appropriation shall
47 be allocated only pursuant to a plan submitted by the temporary
48 president of the senate, setting forth an itemized list of grantees
49 with the amount to be received by each, or the methodology for allo-
50 cation for such appropriation. Such plan, and the grantees listed
51 therein, shall be subject to the approval of the director of the
52 budget and thereafter shall be included in a resolution calling for
AB
983 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 the expenditure of such monies, which resolution must be approved by
2 a majority vote of all members elected to the senate upon a roll
3 call vote (29610) ... 250,000 ....................... (re. $200,000)",983,45.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29612,2020,1912000,522000,"4 For services and expenses related to existing and new school based
5 health clinics. Notwithstanding any provision of law this appropri-
6 ation shall be allocated only pursuant to a plan submitted by the
7 temporary president of the senate, setting forth an itemized list of
8 grantees with the amount to be received by each, or the methodology
9 for allocation for such appropriation. Such plan, and the grantees
10 listed therein, shall be subject to the approval of the director of
11 the budget and thereafter shall be included in a resolution calling
12 for the expenditure of such monies, which resolution must be
13 approved by a majority vote of all members elected to the senate
14 upon a roll call vote (29612) ... 1,912,000 ......... (re. $522,000)",983,4.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26784,2020,475000,36000,"15 For services and expenses of the LGBT Health and Human Services
16 Network, Inc. (26784) ... 475,000 .................... (re. $36,000)",983,15.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26823,2019,3824000,446000,"22 For services and expenses related to existing and new school based
23 health clinics. Notwithstanding any provision of law this appropri-
24 ation shall be allocated only pursuant to a plan submitted by the
25 speaker of the assembly, setting forth an itemized list of grantees
26 with the amount to be received by each, or the methodology for allo-
27 cation for such appropriation. Such plan, and the grantees listed
28 therein, shall be subject to the approval of the director of the
29 budget and thereafter shall be included in a resolution calling for
30 the expenditure of such monies, which resolution must be approved by
31 a majority vote of all members elected to the assembly upon a roll
32 call vote (26823) ... 3,824,000 ..................... (re. $446,000)",983,22.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26823,2018,3823000,477000,"23 For services and expenses related to existing and new school based
24 health clinics. Notwithstanding any provision of law this appropri-
25 ation shall be allocated only pursuant to a plan submitted by the
26 speaker of the assembly, setting forth an itemized list of grantees
27 with the amount to be received by each, or the methodology for allo-
28 cation for such appropriation. Such plan, and the grantees listed
29 therein, shall be subject to the approval of the director of the
30 budget and thereafter shall be included in a resolution calling for
31 the expenditure of such monies, which resolution must be approved by
32 a majority vote of all members elected to the assembly upon a roll
33 call vote (26823) ... 3,823,000 ..................... (re. $477,000)",984,23.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29618,2017,50000,50000,"36 By chapter 53, section 1, of the laws of 2017, as amended by chapter 50,
37 section 3, of the laws of 2020:
38 For services and expenses of Ellen Hermanson Foundation (29618) ......
39 50,000 ............................................... (re. $50,000)",986,36.0,716,22.0,both,59024,716.0,4.0,26837,716.0,22.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,Special Revenue Funds - Federal,Individuals with Disabilities-Part C Account - 25214,26837,2025,48578000,0,"875 12553-09-5 DEPARTMENT OF HEALTH AID TO LOCALITIES 2025-26 1 Program account subtotal ................. 870,947,271 2 -------------- 3 Special Revenue Funds - Federal 4 Federal Education Fund 5 Individuals with Disabilities-Part C Account - 25214 6 For activities related to a handicapped 7 infants and toddlers program (26837) ........ 48,578,000",875,7.0,716,38.0,both,59097,710.0,57.0,26989,716.0,38.0
