agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,enacted_page,enacted_line,estimated_exec_page,estimated_exec_line,anchor_method,predecessor_approp_id,predecessor_exec_page,predecessor_exec_line,successor_approp_id,successor_exec_page,successor_exec_line
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26825,2022,204999000,41210000,"25 For services and expenses to implement the early intervention program
26 act of 1992.
27 The moneys hereby appropriated shall be available for payment of
28 financial assistance heretofore accrued or hereafter to accrue.
29 Notwithstanding the provisions of any other law to the contrary, for
30 state fiscal year 2022-23 the liability of the state and the amount
31 to be distributed or otherwise expended by the state pursuant to
32 section 2557 of the public health law shall be determined by first
33 calculating the amount of the expenditure or other liability pursu-
34 ant to such law, and then reducing the amount so calculated by two
35 percent of such amount. Notwithstanding any provision of law to the
36 contrary, up to $40,000,000 of the funds appropriated herein may, at
37 the discretion of the director of the budget, be transferred to the
38 early intervention program state escrow account for use by munici-
39 palities and the State for the delivery of early intervention
40 services pursuant to chapter 820 of the laws of 2021. (26825) ......
41 204,999,000 ...................................... (re. $41,210,000)",974,25.0,715,1.0,both,59075,714.0,59.0,29944,715.0,1.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26840,2022,25642000,9000,"42 For services and expenses related to the Indian health program. The
43 moneys hereby appropriated shall be for payment of financial assist-
44 ance heretofore accrued or hereafter to accrue (26840) .............
45 25,642,000 ............................................ (re. $9,000)",974,42.0,715,1.0,both,59075,714.0,59.0,29944,715.0,1.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26824,2022,10355300,750000,"46 State grants for a program of family planning services pursuant to
47 article 2 of the public health law. A portion of these funds may be
48 suballocated to other state agencies (26824) .......................
49 10,355,300 .......................................... (re. $750,000)",974,46.0,715,1.0,both,59075,714.0,59.0,29944,715.0,1.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26827,2022,8505000,3000,"11 For services and expenses of a comprehensive adolescent pregnancy
12 prevention program (26827) ... 8,505,000 .............. (re. $3,000)",975,11.0,715,1.0,both,59075,714.0,59.0,29944,715.0,1.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26922,2022,8320000,366000,"13 For services and expenses associated with new and existing school
14 based health centers (26922) ... 8,320,000 .......... (re. $366,000)",975,13.0,715,1.0,both,59075,714.0,59.0,29944,715.0,1.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29955,2022,135000,16000,"15 For services and expenses related to the school based health clinics
16 program, notwithstanding any inconsistent provision of law to the
17 contrary, funds shall be available for the statewide school based
18 health clinics program to provide grants to certain school based
19 health centers pursuant to the following:
20 Kaleida Health (29955) ... 135,000 ..................... (re. $16,000)",975,15.0,715,1.0,both,59075,714.0,59.0,29944,715.0,1.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29952,2022,158000,18000,"21 NY Presbyterian Hospital (29952) ... 158,000 ........... (re. $18,000)",975,,715,1.0,both,59075,714.0,59.0,29944,715.0,1.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29971,2022,1758000,1722000,"50 The moneys hereby appropriated shall be available for respite services
51 for families of eligible children. Such moneys shall be allocated to
52 each municipality by the department of health as determined by the
AB
975 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 department, to reimburse such municipalities in the amount of 50
2 percent of the costs of respite services provided to eligible chil-
3 dren and their families with the approval of the early intervention
4 official, in accordance with section 2547 of the public health law,
5 section 69-4.18 of title 10 of the New York codes, rules and regu-
6 lation and standards established by the department for the provision
7 of respite services. The moneys allocated to each municipality by
8 the department shall be the total amount of respite funds available
9 for such purpose (29971) ...........................................
10 1,758,000 ......................................... (re. $1,722,000)",975,50.0,715,18.0,both,26821,715.0,10.0,26699,715.0,18.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26822,2022,34547000,146000,"38 For services and expenses, including operating expenses related to
39 providing nutritional services and nutrition education for hunger
40 prevention and nutrition assistance. A portion of this appropriation
41 may be suballocated to other state agencies (26822) ................
42 34,547,000 .......................................... (re. $146,000)",975,38.0,715,18.0,both,26821,715.0,10.0,26699,715.0,18.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59032,2022,50000000,203000,"43 For services and expenses of the Nourish NY program. Notwithstanding
44 any inconsistent provision of law, the moneys hereby appropriated
45 may be increased or decreased by interchange or transfer with any
46 appropriation of the department of health or any other state agency,
47 subject to the approval of the director of the budget (59032) ......
48 50,000,000 .......................................... (re. $203,000)",975,43.0,715,18.0,both,26821,715.0,10.0,26699,715.0,18.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26926,2022,19825000,2063000,"49 For services and expenses related to evidence based cancer services
50 programs (26926) ... 19,825,000 ................... (re. $2,063,000)",975,49.0,715,18.0,both,26821,715.0,10.0,26699,715.0,18.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29549,2022,33144000,1189000,"AB
976 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses related to the tobacco use prevention and
2 control program including grants to support cancer research (29549)
3 ... 33,144,000 .................................... (re. $1,189,000)",976,1.0,715,18.0,both,26821,715.0,10.0,26699,715.0,18.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29917,2022,170000,160000,"4 State aid to municipalities for medical services for the rehabili-
5 tation of children and youth with special health care needs, pursu-
6 ant to article 6 of the public health law (29917) ..................
7 170,000 ............................................. (re. $160,000)",976,4.0,715,18.0,both,26821,715.0,10.0,26699,715.0,18.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26838,2022,3000000,766000,"8 For services and expenses of the Nurse-Family Partnership program
9 (26838) ... 3,000,000 ............................... (re. $766,000)",976,8.0,715,18.0,both,26821,715.0,10.0,26699,715.0,18.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26820,2022,170000,31000,"12 For services and expenses of a sickle cell program (26820) ...........
13 170,000 .............................................. (re. $31,000)",976,12.0,715,20.0,both,26699,715.0,18.0,59034,715.0,20.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59033,2022,4500000,391000,"14 For services and expenses for regional perinatal centers and their
15 affiliate birthing hospitals/centers (59033) .......................
16 4,500,000 ........................................... (re. $391,000)",976,14.0,715,20.0,both,26699,715.0,18.0,59034,715.0,20.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29932,2022,1912000,223000,"20 For additional services and expenses associated with new and existing
21 school-based health centers (29932) ................................
22 1,912,000 ........................................... (re. $223,000)",976,20.0,715,23.0,both,59034,715.0,20.0,29620,715.0,23.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29604,2022,1000000,91000,"23 For additional services and expenses of the Nurse-Family Partnership
24 program (29604) ... 1,000,000 ........................ (re. $91,000)",976,23.0,715,23.0,both,59034,715.0,20.0,29620,715.0,23.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29504,2022,200000,53000,"25 For supplemental additional services and expenses of the Nurse-Family
26 Partnership program (29504) ... 200,000 .............. (re. $53,000)",976,25.0,715,23.0,both,59034,715.0,20.0,29620,715.0,23.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59038,2022,2000000,590000,"27 For services and expenses or reimbursement of expenses incurred by
28 local government agencies and/or not-for-profit service providers or
29 their employees providing community public health programs and
30 services. Notwithstanding section 24 of the state finance law or any
31 provision of law to the contrary, funds from this appropriation
32 shall be allocated only pursuant to a plan (i) approved by the
33 temporary president of the senate and the director of the budget
34 which sets forth either an itemized list of grantees with the amount
35 to be received by each, or the methodology for allocating such
36 appropriation, and (ii) which is thereafter included in a senate
37 resolution calling for the expenditure of such funds, which resol-
38 ution must be approved by a majority vote of all members elected to
39 the senate upon a roll call vote (59038) ...........................
40 2,000,000 ........................................... (re. $590,000)",976,27.0,715,23.0,both,59034,715.0,20.0,29620,715.0,23.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59039,2022,2000000,1243000,"41 For services and expenses or reimbursement of expenses incurred by
42 local government agencies and/or not-for-profit service providers or
43 their employees providing community public health programs and
44 services. Notwithstanding section 24 of the state finance law or any
45 provision of law to the contrary, funds from this appropriation
46 shall be allocated only pursuant to a plan (i) approved by the
47 speaker of the assembly and the director of the budget which sets
48 forth either an itemized list of grantees with the amount to be
49 received by each, or the methodology for allocating such appropri-
50 ation, and (ii) which is thereafter included in an assembly resol-
51 ution calling for the expenditure of such funds, which resolution
52 must be approved by a majority vote of all members elected to the
AB
977 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 assembly upon a roll call vote (59039) .............................
2 2,000,000 ......................................... (re. $1,243,000)",977,41.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26680,2022,22000000,71000,"28 For additional services and expenses including operating expenses
29 related to providing nutritional services and nutrition education
30 for hunger prevention and nutrition assistance. A portion of this
31 appropriation may be suballocated to other state agencies (26680)
32 ... 22,000,000 ....................................... (re. $71,000)",977,28.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29922,2022,84000,38000,"33 For services and expenses of NYS Coalition for the School Based Health
34 Centers (29922) ... 84,000 ........................... (re. $38,000)",977,33.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26862,2022,250000,170000,"35 For additional services and expenses of the Sickle Cell Anemia program
36 (26862) ... 250,000 ................................. (re. $170,000)",977,35.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26812,2022,100000,100000,"37 For services and expenses of Urban Health Plan, Inc (26812) ..........
38 100,000 ............................................. (re. $100,000)",977,37.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29565,2022,250000,156000,"39 For additional services and expenses of the Safe Motherhood Initiative
40 (29565) ... 250,000 ................................. (re. $156,000)",977,39.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59042,2022,50000,50000,"41 For services and expenses of Academy of Medical and Public Health
42 Services (59042) ... 50,000 .......................... (re. $50,000)",977,41.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26939,2022,125000,4000,"43 For services and expenses of the New York State Dental Association
44 (NYSDA) (26939) ... 125,000 ........................... (re. $4,000)",977,43.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29583,2022,209071,209071,"45 For services and expenses of Crisis services of Buffalo and Erie Coun-
46 ty (29583) ... 209,071 .............................. (re. $209,071)",977,45.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26867,2022,100000,100000,"47 For services and expenses of Maternal Depression Peer Support Program
48 (26867) ... 100,000 ................................. (re. $100,000)",977,47.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29570,2022,100000,10000,"49 For services and expenses of AIDS community resource health q center
50 (29570) ... 100,000 .................................. (re. $10,000)",977,49.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59023,2022,100000,100000,"51 For services and expenses of the American Parkinson's Disease Associ-
52 ation (59023) ... 100,000 ........................... (re. $100,000)",977,51.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26784,2022,475000,475000,"AB
978 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses of LGBT Health and Human Services Network,
2 Inc (26784) ... 475,000 ............................. (re. $475,000)",978,1.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29972,2022,375000,119000,"3 For services and expenses, grants in aid, or for contracts with
4 certain not-for-profit organizations providing cystic fibrosis
5 public health programs and services. Notwithstanding section 24 of
6 the state finance law or any provision of law to the contrary, funds
7 from this appropriation shall be allocated only pursuant to a plan
8 approved by the speaker of the assembly and the director of the
9 budget which sets forth either an itemized list of grantees with the
10 amount to be received by each, or the methodology for allocating
11 such appropriation (29972) ... 375,000 .............. (re. $119,000)",978,3.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59007,2022,50000,50000,"12 For services and expenses of the Westchester Medical Center Health
13 Network - Maria Fareri Children's (59007) ..........................
14 50,000 ............................................... (re. $50,000)",978,12.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59002,2022,425000,17000,"15 For services and expenses of AFYA Foundation (59002) .................
16 425,000 .............................................. (re. $17,000)",978,15.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26975,2022,150000,5000,"17 For services and expenses for Comunilife (26975) .....................
18 150,000 ............................................... (re. $5,000)",978,17.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59044,2022,150000,150000,"19 For services and expenses of Childhood Asthma (59044) ................
20 150,000 ............................................. (re. $150,000)",978,19.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59046,2022,150000,35000,"21 For services and expenses of VETSmile Dental Clinic (59046) ..........
22 150,000 .............................................. (re. $35,000)",978,21.0,715,49.0,both,59024,715.0,34.0,29915,715.0,49.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29604,2021,1000000,232000,"AB
979 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For additional services and expenses of the Nurse-Family Partnership
2 program (29604) ... 1,000,000 ....................... (re. $232,000)",979,1.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29922,2021,84000,79000,"3 For services and expenses of NYS Coalition for the School Based Health
4 Centers (29922) ... 84,000 ........................... (re. $79,000)",979,3.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26862,2021,250000,154000,"5 For additional services and expenses of the Sickle Cell Anemia program
6 (26862) ... 250,000 ................................. (re. $154,000)",979,5.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29569,2021,20000,20000,"7 For services and expenses of Westchester Jewish Community Services
8 (29569) ... 20,000 ................................... (re. $20,000)",979,7.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26939,2021,125000,22000,"9 For services and expenses of New York State Dental Association (NYSDA)
10 to support free dental clinics in federally qualified health centers
11 and facilities licensed under article 28 of the public health law
12 (26939) ... 125,000 .................................. (re. $22,000)",979,9.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29570,2021,100000,13000,"13 For services and expenses of AIDS community resource health q center
14 (29570) ... 100,000 .................................. (re. $13,000)",979,13.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29608,2021,13000,13000,"15 For services and expenses for Union Community Health Center (29608)
16 ... 13,000 ........................................... (re. $13,000)",979,15.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29607,2021,13000,13000,"17 For services and expenses of Planned Parenthood of the Mid-Hudson
18 Valley - Newburgh (29607) ... 13,000 ................. (re. $13,000)",979,17.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29612,2021,3824000,1314000,"19 For services and expenses related to existing and new school-based
20 health clinics. Notwithstanding any provision of law this appropri-
21 ation shall be allocated only pursuant to a plan submitted by the
22 temporary president of the senate, setting forth an itemized list of
23 grantees with the amount to be received by each, or the methodology
24 for allocation for such appropriation. Such plan, and the grantees
25 listed therein, shall be subject to the approval of the director of
26 the budget and thereafter shall be included in a resolution calling
27 for the expenditure of such monies, which resolution must be
28 approved by a majority vote of all members elected to the senate
29 upon a roll call vote (29612) ......................................
30 3,824,000 ......................................... (re. $1,314,000)",979,19.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26784,2021,475000,475000,"31 For services and expenses of the LGBT Health and Human Services
32 Network, Inc. (26784) ... 475,000 ................... (re. $475,000)",979,31.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29972,2021,375000,375000,"33 For services and expenses including payment of health insurance premi-
34 ums and reimbursement of health care providers for services rendered
35 to individuals enrolled in the cystic fibrosis program pursuant to
36 chapter 851 of the laws of 1987. The amounts appropriated pursuant
37 to such appropriation may be suballocated to other state agencies or
38 accounts for expenditures incurred in the operation of programs
39 funded by such appropriation subject to the approval of the director
40 of the budget (29972) ..............................................
41 375,000 ............................................. (re. $375,000)",979,33.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29621,2021,5000,5000,"42 For services and expenses for Greenwich House (29621) ................
43 5,000 ................................................. (re. $5,000)",979,42.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29622,2021,5000,5000,"44 For services and expenses for NYU Langone (29622) ....................
45 5,000 ................................................. (re. $5,000)",979,44.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29623,2021,5000,5000,"46 For services and expenses for Rockville Centre Breast Cancer Coalition
47 (29623) ... 5,000 ..................................... (re. $5,000)",979,46.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29624,2021,5000,5000,"48 For services and expenses for Sharing and Caring (29624) .............
49 5,000 ................................................. (re. $5,000)",979,48.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29626,2021,10000,10000,"50 For services and expenses related to the Anthony L. Jordan Foundation
51 (29626) ... 10,000 ................................... (re. $10,000)",979,50.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29629,2021,10000,10000,"AB
980 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses for Ryan and Chelsea-Clinton Community
2 Health Center (29629) ... 10,000 ..................... (re. $10,000)",980,1.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29630,2021,10000,10000,"3 For services and expenses for Trillium Health (29630) ................
4 10,000 ............................................... (re. $10,000)",980,3.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26694,2021,20000,5000,"5 For services and expenses of the Apicha Community Health Center
6 (26694) ... 20,000 .................................... (re. $5,000)",980,5.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29633,2021,20000,20000,"7 For services and expenses for Maimonides Medical Center (29633) ......
8 20,000 ............................................... (re. $20,000)",980,7.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29634,2021,20000,20000,"9 For services and expenses for Planned Parenthood of Greater New York
10 (PPGNY) (29634) ... 20,000 ........................... (re. $20,000)",980,9.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59001,2021,40000,40000,"11 For services and expenses for Konbit Neg Lakay (59001) ...............
12 40,000 ............................................... (re. $40,000)",980,11.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59002,2021,250000,170000,"13 For services and expenses for AFYA Foundation (59002) ................
14 250,000 ............................................. (re. $170,000)",980,13.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59003,2021,50000,50000,"15 For services and expenses of the following Sickle Cell research and
16 treatment organizations:
17 NYC Health + Hospitals - Kings County (59003) ........................
18 50,000 ............................................... (re. $50,000)",980,15.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59004,2021,25000,25000,"19 New York State Sickle Cell Advocacy Network, Inc (59004) .............
20 25,000 ............................................... (re. $25,000)",980,19.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59005,2021,25000,25000,"21 Sickle Cell Awareness Foundation Corp. Int (59005) ...................
22 25,000 ............................................... (re. $25,000)",980,21.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59006,2021,100000,100000,"23 Sickle Cell Thalassemia Patients Network (59006) .....................
24 100,000 ............................................. (re. $100,000)",980,23.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59007,2021,50000,50000,"25 Westchester Medical Center Health Network-Maria Fareri children's
26 Hospital (59007) ... 50,000 .......................... (re. $50,000)",980,25.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59008,2021,100000,100000,"27 For services and expenses of the New York City Health and Hospitals
28 Corporation (59008) ... 100,000 ..................... (re. $100,000)",980,27.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59012,2021,100000,100000,"29 For services and expenses for Addabbo Family Health Center (59012) ...
30 100,000 ............................................. (re. $100,000)",980,29.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59013,2021,100000,100000,"31 For services and expenses for Caribbean Women's Health Organization
32 (59013) ... 100,000 ................................. (re. $100,000)",980,31.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59015,2021,255000,255000,"33 For services and expenses for Hudson Valley Regional Community Health
34 Centers (59015) ... 255,000 ......................... (re. $255,000)",980,33.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26975,2021,150000,64000,"35 For services and expenses for Comunilife (26975) .....................
36 150,000 .............................................. (re. $64,000)",980,35.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59017,2021,50000,50000,"37 For services and expenses for Long Island Cares (59017) ..............
38 50,000 ............................................... (re. $50,000)",980,37.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59022,2021,2200000,126000,"39 For additional services and expenses of the New York state area health
40 education center program as awarded to and administered by the
41 Research Foundation for the State University of New York on behalf
42 of the University at Buffalo to fund the New York State Area Health
43 Education Center (AHEC) system (59022) .............................
44 2,200,000 ........................................... (re. $126,000)",980,39.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59023,2021,100000,7000,"45 For additional services and expenses of the American Parkinson's
46 Disease Association New York Chapter (59023) .......................
47 100,000 ............................................... (re. $7,000)",980,45.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29942,2020,28000,28000,"9 By chapter 53, section 1, of the laws of 2020, as added by chapter 50,
10 section 3, of the laws of 2020:
11 For services and expenses of a safe motherhood initiative to prevent
12 maternal deaths in New York state (29942) ..........................
13 28,000 ............................................... (re. $28,000)",981,9.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26824,2020,16093000,168000,"14 State grants for a program of family planning services pursuant to
15 article 2 of the public health law. A portion of these funds may be
16 suballocated to other state agencies (26824) .......................
17 16,093,000 .......................................... (re. $168,000)",981,14.0,716,4.0,both,29620,716.0,59.0,59024,716.0,4.0
