agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,record_type,page_number,line_number,fiscal_year,raw_line,source_file,has_underlined_content,underlined_text,composite_key
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10736,2025,250000,250000,reappropriation,16,1.0,2026-27,"3 250,000 ............................................. (re. $250,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10736|2025|250000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10737,2025,350000,350000,reappropriation,16,4.0,2026-27,"7 350,000 ............................................. (re. $350,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10737|2025|350000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10739,2025,200000,200000,reappropriation,16,8.0,2026-27,"11 200,000 ............................................. (re. $200,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10739|2025|200000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10740,2025,700000,700000,reappropriation,16,12.0,2026-27,"15 700,000 ............................................. (re. $700,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10740|2025|700000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10741,2025,400000,400000,reappropriation,16,16.0,2026-27,"17 supports (10741) ... 400,000 ........................ (re. $400,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10741|2025|400000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10742,2025,500000,500000,reappropriation,16,18.0,2026-27,"20 500,000 ............................................. (re. $500,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10742|2025|500000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10743,2025,150000,150000,reappropriation,16,21.0,2026-27,"23 150,000 ............................................. (re. $150,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10743|2025|150000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10755,2025,750000,750000,reappropriation,16,24.0,2026-27,"26 counties (10755) ... 750,000 ........................ (re. $750,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10755|2025|750000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10318,2024,39509508,2335000,reappropriation,16,28.0,2026-27,"59 39,509,508 ........................................ (re. $2,335,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10318|2024|39509508|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10319,2024,68357277,448000,reappropriation,17,60.0,2026-27,"37 68,357,277 .......................................... (re. $448,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10319|2024|68357277|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10321,2024,353000,23000,reappropriation,17,38.0,2026-27,"40 353,000 .............................................. (re. $23,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10321|2024|353000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10322,2024,38153816,2954000,reappropriation,17,41.0,2026-27,"60 38,153,816 ........................................ (re. $2,954,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10322|2024|38153816|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10323,2024,3690000,1697000,reappropriation,18,61.0,2026-27,"5 3,690,000 ......................................... (re. $1,697,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10323|2024|3690000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10328,2024,656000,622000,reappropriation,18,6.0,2026-27,"11 distributed by provider (10328) ... 656,000 ......... (re. $622,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10328|2024|656000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10329,2024,1072000,908000,reappropriation,18,12.0,2026-27,"17 distributed by provider (10329) ... 1,072,000 ....... (re. $908,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10329|2024|1072000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10330,2024,4027500,2626000,reappropriation,18,18.0,2026-27,"23 distributed by provider (10330) ... 4,027,500 ..... (re. $2,626,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10330|2024|4027500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10331,2024,4027500,3332000,reappropriation,18,24.0,2026-27,"30 or provide any services (10331) ... 4,027,500 ..... (re. $3,332,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10331|2024|4027500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10885,2024,1121000,522000,reappropriation,18,31.0,2026-27,"36 1,121,000 ........................................... (re. $522,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10885|2024|1121000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10335,2024,1000000,34000,reappropriation,18,37.0,2026-27,"39 1,000,000 ............................................ (re. $34,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10335|2024|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10336,2024,175000,175000,reappropriation,18,40.0,2026-27,"44 175,000 ............................................. (re. $175,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10336|2024|175000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10340,2024,793000,313000,reappropriation,18,45.0,2026-27,"53 Medicare Rights Center (10340) ... 793,000 ............ (re. $313,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10340|2024|793000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10343,2024,111000,2000,reappropriation,18,,2026-27,"54 Legal Aid Society of New York (10343) ... 111,000 ....... (re. $2,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10343|2024|111000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10345,2024,155000,84000,reappropriation,18,,2026-27,"55 Empire Justice Center (10345) ... 155,000 .............. (re. $84,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10345|2024|155000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10346,2024,132000,132000,reappropriation,18,,2026-27,"56 Community Service Society (10346) ... 132,000 ......... (re. $132,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10346|2024|132000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10324,2024,216500,25000,reappropriation,18,57.0,2026-27,"58 (RSVP) (10324) ... 216,500 ........................... (re. $25,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10324|2024|216500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10326,2024,71000,71000,reappropriation,18,59.0,2026-27,"60 senior respite program (10326) ... 71,000 ............ (re. $71,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10326|2024|71000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10327,2024,86000,86000,reappropriation,19,61.0,2026-27,"1 86,000 ............................................... (re. $86,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10327|2024|86000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10332,2024,98000,29000,reappropriation,19,2.0,2026-27,"3 ... 98,000 .......................................... (re. $29,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10332|2024|98000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10333,2024,745000,373000,reappropriation,19,4.0,2026-27,"8 745,000 ............................................. (re. $373,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10333|2024|745000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10866,2024,122500,122500,reappropriation,19,9.0,2026-27,"12 122,500 ............................................. (re. $122,500)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10866|2024|122500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10867,2024,122500,122500,reappropriation,19,13.0,2026-27,"17 122,500 ............................................. (re. $122,500)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10867|2024|122500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10320,2024,403000,180000,reappropriation,19,18.0,2026-27,"23 403,000 ............................................. (re. $180,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10320|2024|403000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10334,2024,31500,31500,reappropriation,19,24.0,2026-27,"26 ... 31,500 .......................................... (re. $31,500)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10334|2024|31500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10833,2024,1500000,1163000,reappropriation,19,27.0,2026-27,"31 1,500,000 ......................................... (re. $1,163,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10833|2024|1500000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10715,2024,1000000,548000,reappropriation,19,32.0,2026-27,"41 1,000,000 ........................................... (re. $548,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10715|2024|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10716,2024,18000000,8500000,reappropriation,19,42.0,2026-27,"58 18,000,000 ........................................ (re. $8,500,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10716|2024|18000000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10736,2024,250000,250000,reappropriation,19,59.0,2026-27,"61 250,000 ............................................. (re. $250,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10736|2024|250000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10738,2024,350000,25000,reappropriation,20,62.0,2026-27,"1 isolation (10738) ... 350,000 ........................ (re. $25,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10738|2024|350000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10742,2024,500000,500000,reappropriation,20,2.0,2026-27,"4 500,000 ............................................. (re. $500,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10742|2024|500000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10743,2024,150000,103000,reappropriation,20,5.0,2026-27,"6 program to retain volunteers (10743) ... 150,000 .... (re. $103,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10743|2024|150000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10755,2024,750000,466000,reappropriation,20,7.0,2026-27,"9 counties (10755) ... 750,000 ........................ (re. $466,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10755|2024|750000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10878,2024,2500000,2427000,reappropriation,20,10.0,2026-27,"11 program (10878) ... 2,500,000 ..................... (re. $2,427,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10878|2024|2500000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10318,2023,37682638,1300000,reappropriation,20,13.0,2026-27,"44 37,682,638 ........................................ (re. $1,300,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10318|2023|37682638|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10319,2023,67498000,3261000,reappropriation,21,45.0,2026-27,"22 67,498,000 ........................................ (re. $3,261,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10319|2023|67498000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10322,2023,35648296,988000,reappropriation,21,23.0,2026-27,"42 35,648,296 .......................................... (re. $988,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10322|2023|35648296|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10323,2023,3690000,448000,reappropriation,21,43.0,2026-27,"44 program (10323) ... 3,690,000 ....................... (re. $448,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10323|2023|3690000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10328,2023,656000,158000,reappropriation,21,45.0,2026-27,"50 distributed by provider (10328) ... 656,000 ......... (re. $158,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10328|2023|656000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10329,2023,1072000,158000,reappropriation,21,51.0,2026-27,"56 distributed by provider (10329) ... 1,072,000 ....... (re. $158,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10329|2023|1072000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10330,2023,4027500,3061000,reappropriation,21,57.0,2026-27,"62 distributed by provider (10330) ... 4,027,500 ..... (re. $3,061,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10330|2023|4027500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10331,2023,4027500,2326000,reappropriation,22,1.0,2026-27,"7 or provide any services (10331) ... 4,027,500 ..... (re. $2,326,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10331|2023|4027500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10885,2023,1121000,31000,reappropriation,22,8.0,2026-27,"13 1,121,000 ............................................ (re. $31,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10885|2023|1121000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10335,2023,1000000,8000,reappropriation,22,14.0,2026-27,"16 1,000,000 ............................................. (re. $8,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10335|2023|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10336,2023,175000,175000,reappropriation,22,17.0,2026-27,"21 175,000 ............................................. (re. $175,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10336|2023|175000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10345,2023,155000,3000,reappropriation,22,22.0,2026-27,"30 Empire Justice Center (10345) ... 155,000 ............... (re. $3,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10345|2023|155000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10324,2023,216500,6000,reappropriation,22,31.0,2026-27,"32 (RSVP) (10324) ... 216,500 ........................... (re. $6,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10324|2023|216500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10326,2023,71000,20000,reappropriation,22,33.0,2026-27,"34 senior respite program (10326) ... 71,000 ............ (re. $20,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10326|2023|71000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10332,2023,98000,29000,reappropriation,22,35.0,2026-27,"36 ... 98,000 ........................................... (re. $29,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10332|2023|98000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10866,2023,122500,112000,reappropriation,22,37.0,2026-27,"40 122,500 ............................................. (re. $112,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10866|2023|122500|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10320,2023,403000,11000,reappropriation,22,41.0,2026-27,"46 403,000 .............................................. (re. $11,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10320|2023|403000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10833,2023,500000,21000,reappropriation,22,47.0,2026-27,"51 500,000 .............................................. (re. $21,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10833|2023|500000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10715,2023,1000000,456000,reappropriation,22,52.0,2026-27,"60 and ethical wills (10715) ... 1,000,000 ............. (re. $456,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10715|2023|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
OFFICE FOR THE AGING,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,10735,2023,1000000,128000,reappropriation,23,61.0,2026-27,"5 state operations (10735) ... 1,000,000 .............. (re. $128,000)",ATL 26-27 Executive.pdf,False,,OFFICE FOR THE AGING|10735|2023|1000000|LOCAL ASSISTANCE ACCOUNT - 10000
