agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF MOTOR VEHICLES,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2023,94470000,24462000,"AB
649 12554-09-5
DEPARTMENT OF MOTOR VEHICLES
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 Nonpersonal service (231223TS) (57050) ...............................
2 94,470,000 ....................................... (re. $24,462,000)",649,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|57050|2023|94470000
OLYMPIC REGIONAL DEVELOPMENT AUTHORITY,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,44704,2024,12500000,11740000,"5 By chapter 54, section 1, of the laws of 2024:
6 The sum of $12,500,000 is hereby appropriated for services and
7 expenses related to maintenance of olympic and ski facilities, and
8 Belleayre Mountain Ski Center, including but not limited to energy
9 efficiency projects, lift maintenance, building maintenance and
10 other infrastructure and preventive maintenance projects, including
11 personal service and the payment of liabilities incurred prior to
12 April 1, 2024 (20022403) (44704) ...................................
13 12,500,000 ....................................... (re. $11,740,000)",652,5.0,2025-26,CAP 25-26.pdf,OLYMPIC REGIONAL DEVELOPMENT AUTHORITY|44704|2024|12500000
OLYMPIC REGIONAL DEVELOPMENT AUTHORITY,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,44704,2022,0,1000,"33 The appropriation made by chapter 54, section 1, of the laws of 2022, as
34 supplemented with transfers in accordance with state finance law, is
35 hereby amended and reappropriated to read:
36 The sum of [$10,000,000] _$_1_0_,_6_2_0_,_0_0_0 is hereby appropriated for
37 services and expenses related to maintenance of olympic and ski
38 facilities, including but not limited to energy efficiency projects,
39 lift maintenance, building maintenance and other infrastructure and
40 preventive maintenance projects, including personal service and the
41 payment of liabilities incurred prior to April 1, 2022 (20022203)
42 (44704) ............................................................
43 [10,000,000] _1_0_,_6_2_0_,_0_0_0 ............................... (re. $1,000)",652,33.0,2025-26,CAP 25-26.pdf,OLYMPIC REGIONAL DEVELOPMENT AUTHORITY|44704|2022|0
OLYMPIC REGIONAL DEVELOPMENT AUTHORITY,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,44705,2022,0,7751000,"44 The sum of [$92,500,000] _$_9_3_,_3_2_9_,_0_0_0 is hereby appropriated for
45 services and expenses related to the upgrade, renovation, and
46 modernization of olympic, ski, and other facilities owned and oper-
47 ated by the olympic regional development authority, including
48 personal service and the payment of liabilities incurred prior to
AB
653 12554-09-5
OLYMPIC REGIONAL DEVELOPMENT AUTHORITY
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 April 1, 2022. The availability of funds from this appropriation
2 shall be subject to the approval of a strategic modernization and
3 investment plan by the director of the division of the budget
4 (20222204) (44705) .................................................
5 [92,500,000] _9_3_,_3_2_9_,_0_0_0 ........................... (re. $7,751,000)",653,44.0,2025-26,CAP 25-26.pdf,OLYMPIC REGIONAL DEVELOPMENT AUTHORITY|44705|2022|0
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",CAPITAL PROJECTS,Capital Projects Fund,Minekill State Park Account - 32202,39926,2011,10000000,1074000,"15 By chapter 54, section 1, of the laws of 2011, as amended by chapter 54,
16 section 1, of the laws of 2012:
17 For alterations, rehabilitation and improvements of various park
18 facilities and historic sites, including personal service and the
19 payment of liabilities incurred prior to April 1, 2011, including
20 suballocation to other state departments and agencies (49GI1103)
21 (39926) ... 10,000,000 ............................ (re. $1,074,000)",665,15.0,2025-26,CAP 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|39926|2011|10000000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",CAPITAL PROJECTS,Capital Projects Fund,State Park Infrastructure Account - 30351,81025,2005,1000000,881000,"35 By chapter 55, section 1, of the laws of 2005, as added by chapter 54,
36 section 4, of the laws of 2005:
37 For services and expenses including but not limited to construction,
38 reconstruction, engineering services and rehabilitation for Tioga
39 State Park (49TS0503) (81025) ... 1,000,000 ......... (re. $881,000)",674,35.0,2025-26,CAP 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|81025|2005|1000000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",CAPITAL PROJECTS,Capital Projects Fund,State Park Infrastructure Account - 30351,81010,2019,24500000,3174000,"30 By chapter 54, section 1, of the laws of 2019:
31 For alterations, rehabilitation and improvements of various park
32 facilities and historic sites including personal service and the
33 payment of liabilities incurred prior to April 1, 2019, including
34 suballocation to other state departments and agencies (49031903)
35 (81010) ... 24,500,000 ............................ (re. $3,174,000)",675,30.0,2025-26,CAP 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|81010|2019|24500000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",CAPITAL PROJECTS,Capital Projects Fund,State Park Infrastructure Account - 30351,81010,2018,24500000,2080000,"36 By chapter 54, section 1, of the laws of 2018:
37 For alterations, rehabilitation and improvements of various park
38 facilities and historic sites including personal service and the
39 payment of liabilities incurred prior to April 1, 2018, including
40 suballocation to other state departments and agencies (49031803)
41 (81010) ... 24,500,000 ............................ (re. $2,080,000)",675,36.0,2025-26,CAP 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|81010|2018|24500000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",CAPITAL PROJECTS,Capital Projects Fund,State Park Infrastructure Account - 30351,81010,2017,18500000,1713000,"42 By chapter 54, section 1, of the laws of 2017:
43 For alterations, rehabilitation and improvements of various park
44 facilities and historic sites including personal service and the
45 payment of liabilities incurred prior to April 1, 2017, including
AB
676 12554-09-5
OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 suballocation to other state departments and agencies (49031703)
2 (81010) ... 18,500,000 ............................ (re. $1,713,000)",676,42.0,2025-26,CAP 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|81010|2017|18500000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",CAPITAL PROJECTS,Capital Projects Fund,State Park Infrastructure Account - 30351,81010,2016,15500000,1393000,"3 By chapter 55, section 1, of the laws of 2016:
4 For alterations, rehabilitation and improvements of various park
5 facilities and historic sites including personal service and the
6 payment of liabilities incurred prior to April 1, 2016, including
7 suballocation to other state departments and agencies (49031603)
8 (81010) ... 15,500,000 ............................ (re. $1,393,000)",676,3.0,2025-26,CAP 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|81010|2016|15500000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",CAPITAL PROJECTS,Capital Projects Fund,Outdoor Recreation Development Bond Fund Account - 30750,39944,2018,92500000,1756000,"6 By chapter 54, section 1, of the laws of 2018:
7 For services and expenses related to New York Works Infrastructure
8 projects at state parks and historic sites, provided that not less
9 than $2.5 million is provided to the olympic regional development
10 authority, including $500,000 for Belleayre Mountain Ski Center,
11 including but not limited to lift maintenance, building maintenance
12 and other infrastructure and preventive maintenance projects,
13 including personal service and the payment of liabilities incurred
14 prior to April 1, 2018. All or a portion of the funds appropriated
15 hereby may be suballocated or transferred to any department, agency
16 or public authority (49NY1803) (39944) .............................
17 92,500,000 ........................................ (re. $1,756,000)",679,6.0,2025-26,CAP 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|39944|2018|92500000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",CAPITAL PROJECTS,Capital Projects Fund,Outdoor Recreation Development Bond Fund Account - 30750,39944,2017,122500000,10615000,"18 By chapter 54, section 1, of the laws of 2017:
19 For services and expenses related to New York Works Infrastructure
20 projects at state parks and historic sites, provided that not less
21 than $2.5 million is provided to the olympic regional development
22 authority, including $500,000 for Belleayre Mountain Ski Center,
23 including but not limited to lift maintenance, building maintenance
24 and other infrastructure and preventive maintenance projects,
25 including personal service and the payment of liabilities incurred
26 prior to April 1, 2017. All or a portion of the funds appropriated
27 hereby may be suballocated or transferred to any department, agency
28 or public authority (49NY1703) (39944) .............................
29 122,500,000 ...................................... (re. $10,615,000)",679,18.0,2025-26,CAP 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|39944|2017|122500000"
STATE UNIVERSITY OF NEW YORK,CAPITAL PROJECTS,Capital Projects Fund,Equitable Sharing-DSP - Justice Account - 32220,81107,2025,234643000,0,"701 12554-09-5 STATE UNIVERSITY OF NEW YORK (APPROPRIATED TO THE STATE UNIVERSITY CONSTRUCTION FUND) CAPITAL PROJECTS 2025-26 1 For the comprehensive construction programs, purposes and 2 projects as herein specified in accordance with the 3 following: 4 APPROPRIATIONS REAPPROPRIATIONS 5 Capital Projects Funds - Other ..... 2,481,116,000 5,887,087,000 6 Capital Projects Fund - Federal .... 5,000,000 0 7 ---------------- ---------------- 8 All Funds ........................ 2,486,116,000 5,887,087,000 9 ================ ================ 10 FACILITIES MAINTENANCE AND OPERATIONS (CCP) ................ 234,643,000 11 -------------- 12 Capital Projects Funds - Other 13 Capital Projects Fund - 30000 14 Maintenance and Operations Purpose 15 For the maintenance and operation of various 16 facilities and systems including personal 17 services, fringe benefits and indirect 18 costs. Notwithstanding any other law to 19 the contrary, all or a portion of the 20 funds appropriated herein may be suballo- 21 cated or transferred to any department, 22 agency, or public authority (28FM25MO) 23 (81107) .................................... 234,643,000",701,23.0,2025-26,CAP 25-26.pdf,STATE UNIVERSITY OF NEW YORK|81107|2025|234643000
STATE UNIVERSITY OF NEW YORK,CAPITAL PROJECTS,Capital Projects Fund,SUNY Federal Capital Projects Account - 31382,45904,2025,31007000,0,"707 12554-09-5 STATE UNIVERSITY OF NEW YORK (APPROPRIATED TO THE STATE UNIVERSITY CONSTRUCTION FUND) CAPITAL PROJECTS 2025-26 1 Capital Projects Fund - 30000 2 Administration Purpose 3 For payment to the state university 4 construction fund, for services and 5 expenses of the state university 6 construction fund including payments for 7 personal service, fringe benefits charges, 8 supplies and materials, contractual 9 services, equipment, travel expenses, 10 indirect costs and liabilities incurred 11 prior to April 1, 2025 (28SF2550) (45904) ... 31,007,000",707,11.0,2025-26,CAP 25-26.pdf,STATE UNIVERSITY OF NEW YORK|45904|2025|31007000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Aviation Purpose Account - 30053,50000,2025,186718000,0,"26 Capital Projects Funds - Other 27 Dedicated Highway and Bridge Trust Fund 28 Highway and Bridge Capital Account - 30051 29 Highway Maintenance Purpose 30 For the payment of costs, including the 31 payment of liabilities incurred prior to 32 April 1, 2025, of preventive maintenance 33 on state roads and bridges as defined in 34 paragraph (a) of subdivision 1 of section 35 10-d of the highway law, and snow and ice 36 control on state highways, including 37 personal services, nonpersonal services, 38 fringe benefits and contractual services 39 provided by private firms and munici- 40 palities, but not including the costs of 41 heavy equipment (53260). 42 Personal service (170125HM) (50000) .......... 186,718,000",847,42.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|50000|2025|186718000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,50000,2025,48261000,0,"24 Capital Projects Funds - Other 25 Dedicated Highway and Bridge Trust Fund 26 Highway and Bridge Capital Account - 30051 27 Preparation of Plans Purpose 28 Capital Project Management and Traffic and Safety 29 For capital project management and traffic 30 and safety, including personal services, 31 nonpersonal services, fringe benefits, and 32 the contract services provided by private 33 firms (53263). 34 Personal service (17P12530) (50000) ........... 48,261,000",849,34.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|50000|2025|48261000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,50000,2025,37183000,0,"850 12554-09-5 DEPARTMENT OF TRANSPORTATION CAPITAL PROJECTS 2025-26 1 appropriation for the budget division 2 program of the division of the budget, are 3 deemed fully incorporated herein and a 4 part of this appropriation as if fully 5 stated (53262). 6 Personal service (17A12530) (50000) ........... 37,183,000",850,6.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|50000|2025|37183000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2025,232965000,0,"36 For the costs of the contract services 37 provided by private firms including, but 38 not limited to, the preparation of 39 designs, plans, specifications and esti- 40 mates; construction management and super- 41 vision; and appraisals, surveys, testing, 42 and environmental impact statements for 43 transportation projects (53105). 44 Nonpersonal service (17EP2530) (57050) ....... 232,965,000",850,44.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2025|232965000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Special Revenue Funds - Federal,DOT Federal Account - 25381,58850,2023,10000,10000,"10 Indirect costs (17W92330) (58850) ... 10,000 ........... (re. $10,000)",884,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2023|10000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Special Revenue Funds - Federal,DOT Federal Account - 25381,58850,2022,7000,4000,"20 Indirect costs (17W92230) (58850) ... 7,000 ............. (re. $4,000)",884,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2022|7000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Special Revenue Funds - Federal,DOT Federal Account - 25381,58850,2021,6000,3000,"30 Indirect costs (17W92130) (58850) ... 6,000 ............. (re. $3,000)",884,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2021|6000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Special Revenue Funds - Federal,DOT Federal Account - 25381,58850,2020,7000,7000,"40 Indirect costs (17W92030) (58850) ... 7,000 ............. (re. $7,000)",884,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2020|7000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,DOT Federal Account - 25381,58850,2019,7000,6000,"2 Indirect costs (17W91930) (58850) ... 7,000 ............. (re. $6,000)",885,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2019|7000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,DOT Federal Account - 25381,54203,2017,659000,659000,"14 By chapter 54, section 1, of the laws of 2017, as amended by chapter 54,
15 section 1, of the laws of 2023:
16 For the continuing comprehensive transportation planning and coordi-
17 nated support undertaken as part of the united work programs of
18 participating local planning or municipal agreements in accordance
19 with grant agreements approved by the federal transit administration
20 or the federal highway administration (54203).
21 Nonpersonal service (17W41730) (57050) ... 1,261,000 .. (re. $659,000)",885,14.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54203|2017|659000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,DOT Federal Account - 25381,58850,2017,35000,7000,"22 Indirect costs (17W91730) (58850) ... 35,000 ............ (re. $7,000)",885,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2017|35000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Account - 31354,53163,2000,25926000,25926000,"47 By chapter 55, section 1, of the laws of 2000, as amended by chapter 54,
48 section 1, of the laws of 2013:
AB
901 12554-09-5
DEPARTMENT OF TRANSPORTATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 For the federal share of state transportation projects including but
2 not limited to construction, reconstruction, reconditioning and
3 preservation, the acquisition of property, operating costs as
4 provided for in the Transportation Equity Act for the 21st Century
5 and any successive legislation, payment of reimbursements to the
6 engineering services fund of the department of transportation,
7 including but not limited to fringe benefits, and the contract
8 services provided by private firms; personal services, nonpersonal
9 services, for activities including but not limited to the prepara-
10 tion of designs, plans, specifications and estimates; construction
11 management and supervision; and appraisals, surveys, testing, and
12 environmental impact statements for transportation projects, the
13 payment of liabilities incurred prior to April 1, 2000 and any other
14 such purposes as specified in section 89-b of the state finance law
15 as amended (17030020) (53163) ... 1,205,500,000 .. (re. $25,926,000)",901,47.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53163|2000|25926000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54109,2024,69270000,34635000,"24 By chapter 54, section 1, of the laws of 2024:
25 For payment to the Gateway Development Commission for the New York
26 State share of costs related to the Hudson Yards Concrete Casing--
27 Section 3. (17CC2492) _(_5_4_1_0_9_) ... 69,270,000 ..... (re. $34,635,000)",956,24.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54109|2024|69270000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Localities Share Highway Improvement Account - 60612,54255,2012,15000000,1000,"15 By chapter 54, section 1, of the laws of 2012:
16 For the payment of capital costs, including acquisition of real prop-
17 erty, engineering services, and the payment of liabilities incurred
18 prior to April 1, 2012, relating to the construction, reconstruction
19 and improvement of Buffalo and Fort Erie Public Bridge Authority
20 facilities, including work on any appurtenant and ancillary state,
21 local or public authority facilities necessary for improvement of
22 the Peace Bridge Plaza (17191222) (54255) ..........................
23 15,000,000 ............................................ (re. $1,000)",998,15.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54255|2012|15000000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53159,2014,1200000,68000,"40 For the operating and capital costs of the Worcester highway rest
41 area/text stop located on Interstate 88 eastbound between exits 18
42 and 19 in Otsego County (17RA14HM) (53159) .........................
43 1,200,000 ............................................ (re. $68,000)",1014,40.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53159|2014|1200000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53164,2018,273000,273000,"24 By chapter 54, section 1, of the laws of 2018:
25 For the payment of the costs, including the payment of liabilities
26 incurred prior to April 1, 2018, of state highways, parkways, bridg-
27 es, the New York State Thruway, Indian reservation roads, and facil-
28 ities for which the responsibility is vested with the state depart-
29 ment of transportation including work appurtenant and ancillary
30 thereto, for the state share of federally authorized high speed rail
31 improvement projects, and for the cost of administrative services of
32 the department of transportation and the cost of services provided
33 by private firms; including the costs of preventive maintenance on
34 state roads and bridges as defined in paragraph (a) of subdivision 1
35 of section 10-d of the highway law for contractual preventive main-
36 tenance services provided by private firms; and including but not
37 limited to the preparation of designs, plans, specifications and
38 estimates; construction management and supervision, and appraisals,
39 surveys, testing and environmental impact statements for transporta-
40 tion projects. Project costs funded from this appropriation may
41 include but shall not be limited to construction, reconstruction,
42 reconditioning and preservation, and preventive maintenance. Up to
43 $5,000,000 of this appropriation may be used for traffic maintenance
44 and traffic protection services provided by the division of state
45 police.
46 With the approval of the director of the budget, the commissioner of
47 transportation is authorized to enter into agreements with any muni-
48 cipality to finance local bridge projects through state non-federal-
49 ly aided highway funds appropriated herein when the use of federal
50 aid funds for such local bridge projects would not be cost effective
51 and the federal aid and state matching funds saved as a result of
AB
1036 12554-09-5
DEPARTMENT OF TRANSPORTATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 the use of non federal aid funds for local bridge projects are made
2 available for bridge projects on the state highway system. The total
3 amount of non-federally aided highway funds made available for local
4 bridge projects from this appropriation shall not exceed $2,500,000
5 in state fiscal year 2018-19 (53164).
6 Nonpersonal service (17041822) (57050) ... 20,000,000 . (re. $273,000)",1036,24.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53164|2018|273000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2014,27000000,15000,"39 Nonpersonal service (17041422) (57050) ...............................
40 27,000,000 ........................................... (re. $15,000)",1039,39.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|57050|2014|27000000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53166,2013,277000,277000,"19 By chapter 54, section 1, of the laws of 2013:
20 For engineering services, including personal services, nonpersonal
21 services, and fringe benefits, including, but not limited to, the
22 preparation of designs, plans, specifications and estimates;
23 construction management and supervision; and appraisals, surveys,
24 testing, and environmental impact statements for transportation
25 projects, and for suballocation of $175,000 to the office of the
26 inspector general (53166).
27 Nonpersonal service (17E41330) (57050) ... 9,911,000 .. (re. $277,000)",1073,19.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53166|2013|277000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53266,2017,6477000,363000,"30 By chapter 54, section 1, of the laws of 2017:
31 For the payment of personal services and fringe benefits of state
32 forces (53266).
33 Personal service (170117PT) (50000) ... 6,477,000 ..... (re. $363,000)",1087,30.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53266|2017|6477000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2017,3982000,241000,"34 Fringe benefits (170817PT) (60090) ... 3,982,000 ...... (re. $241,000)",1087,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2017|3982000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53266,2016,6033000,403000,"36 By chapter 55, section 1, of the laws of 2016:
37 For the payment of personal services and fringe benefits of state
38 forces (53266).
39 Personal service (170116PT) (50000) ... 6,033,000 ..... (re. $403,000)",1087,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53266|2016|6033000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2016,3392000,35000,"40 Fringe benefits (170816PT) (60090) ... 3,392,000 ....... (re. $35,000)",1087,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2016|3392000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2016,162000,3000,"41 Indirect costs (170916PT) (58850) ... 162,000 ........... (re. $3,000)",1087,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2016|162000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53266,2015,3356000,103000,"42 By chapter 54, section 1, of the laws of 2015:
43 For the payment of personal services and fringe benefits of state
44 forces (53266).
AB
1088 12554-09-5
DEPARTMENT OF TRANSPORTATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 Fringe benefits (170815PT) (60090) ... 3,356,000 ...... (re. $103,000)",1088,42.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53266|2015|3356000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2015,152000,5000,"2 Indirect costs (170915PT) (58850) ... 152,000 ........... (re. $5,000)",1088,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2015|152000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53266,2014,5906000,89000,"3 By chapter 54, section 1, of the laws of 2014:
4 For the payment of personal services and fringe benefits of state
5 forces (53266).
6 Personal service (170114PT) (50000) ... 5,906,000 ...... (re. $89,000)",1088,3.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53266|2014|5906000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2014,3359000,238000,"7 Fringe benefits (170814PT) (60090) ... 3,359,000 ...... (re. $238,000)",1088,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2014|3359000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2014,166000,12000,"8 Indirect costs (170914PT) (58850) ... 166,000 .......... (re. $12,000)",1088,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2014|166000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53266,2013,3133000,68000,"9 By chapter 54, section 1, of the laws of 2013:
10 For the payment of personal services and fringe benefits of state
11 forces in the office of passenger and freight transportation
12 (53266).
13 Fringe benefits (170813PT) (60090) ... 3,133,000 ....... (re. $68,000)",1088,9.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53266|2013|3133000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2013,176000,3000,"14 Indirect costs (170913PT) (58850) ... 176,000 ........... (re. $3,000)",1088,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|58850|2013|176000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53266,2012,5670000,117000,"15 By chapter 54, section 1, of the laws of 2012:
16 For the payment of personal services and fringe benefits of state
17 forces in the office of passenger and freight transportation
18 (53266).
19 Personal service (170112PT) (50000) ... 5,670,000 ..... (re. $117,000)",1088,15.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53266|2012|5670000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2012,2931000,20000,"20 Fringe benefits (170812PT) (60090) ... 2,931,000 ....... (re. $20,000)",1088,,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|60090|2012|2931000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,53266,2010,8885000,607000,"21 By chapter 55, section 1, of the laws of 2010:
22 For the payment of personal services and fringe benefits of state
23 forces in the office of passenger and freight transportation
24 (170110PT) (53266) ... 8,885,000 .................... (re. $607,000)",1088,21.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53266|2010|8885000
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,54263,2017,3430000,1159000,"1 By chapter 54, section 1, of the laws of 2017:
2 For motor carrier safety, including personal services, nonpersonal
3 services, and fringe benefits.
4 Notwithstanding any other provision of law to the contrary, the OGS
5 Interchange and Transfer Authority, and the IT Interchange and
6 Transfer Authority as defined in the 2017-18 state fiscal year state
7 operations appropriation for the budget division program of the
8 division of the budget, are deemed fully incorporated herein and a
9 part of this appropriation as if fully stated (54263).
10 Personal service (172117PT) (50000) ... 3,430,000 ... (re. $1,159,000)",1089,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54263|2017|3430000
