agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,24874,2021,35000000,11000000,"33 For payment of a portion of the state's match for federal capitaliza-
34 tion grants for the water pollution control revolving fund
35 (09RF2157) (24874) ... 35,000,000 ................ (re. $11,000,000)",372,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24874|2021|35000000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,24874,2019,35000000,4813000,"36 For payment of a portion of the state's match for federal capitaliza-
37 tion grants for the water pollution control revolving fund
38 (09RF1957) (24874) ... 35,000,000 ................. (re. $4,813,000)",374,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24874|2019|35000000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,SRF Capitalization Grants Account - 31359,25888,2000,5000000,176000,"45 Project Schedule
46 PROJECT AMOUNT
47 --------------------------------------------
48 (thousands of dollars)
49 Hudson River water quality
AB
382 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 improvement projects ............... 2,000
2 Long Island Sound water quali-
3 ty improvement projects ........... 30,000
4 Lake Champlain water quality
5 improvement projects ............... 1,000
6 Onondaga Lake water quality
7 improvement projects .............. 15,000
8 New York Harbor water quality
9 improvement projects ............... 2,000
10 Finger Lakes water quality
11 improvement projects ............... 3,500
12 Peconic and South Shore Estu-
13 ary water quality improve-
14 ment projects ...................... 2,000
15 State facility projects .............. 2,500
16 Municipal wastewater treatment
17 improvement projects and
18 municipal flood control
19 projects ........................... 2,000
20 Dam safety projects .................. 2,000
21 Open space land conservation
22 projects .......................... 30,000
23 State parks projects ................. 4,500
24 Municipal parks projects and
25 historic preservation and
26 heritage area projects ............. 8,000
27 --------------
28 Total ............................ 104,500
29 ==============
30 For state assistance payments for the state share of the costs of
31 clean water projects in accordance with the provisions of title 3 of
32 article 56 of the environmental conservation law for project costs,
33 including costs incidental and appurtenant thereto and for payment
34 of reimbursements to the clean water/clean air implementation fund
35 for services and expenses of state departments and agencies, includ-
36 ing fringe benefits, hereinafter referred to as ""Clean Water Project
37 Disbursements"".
38 The moneys appropriated herein may be suballocated to all state
39 departments and agencies. Further, moneys herein appropriated may be
40 suballocated only to public authorities and public benefit corpo-
41 rations specifically authorized by paragraph (1) of subdivision 1 of
42 section 56-0303 of the environmental conservation law to enter into
43 contracts for state assistance payments for the state share of costs
44 for clean water projects, provided however, that moneys herein
45 appropriated pursuant to paragraph (i) of subdivision 1 of section
46 56-0303 of the environmental conservation law for state facility
47 projects may be suballocated to any public authority or public bene-
48 fit corporation.
49 Notwithstanding the provisions of any general or special law, the
50 moneys hereby appropriated shall be available for clean water quali-
51 ty projects in accordance with title 3 of article 56 of the environ-
AB
383 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 mental conservation law upon the issuance of a certificate of
2 approval of availability by the director of the division of the
3 budget. The state comptroller shall at the commencement of each
4 month certify to the director of the division of the budget, the
5 commissioner of environmental conservation, the chairman of the
6 senate finance committee, and the chairman of the assembly ways and
7 means committee the amounts disbursed from this appropriation for
8 ""Clean Water Project Disbursements"" for the month preceding such
9 certification (09B20057) (25888) ... 5,000,000 ...... (re. $176,000)",383,45.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25888|2000|5000000
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,81107,2021,5754000,1262000,"36 By chapter 54, section 1, of the laws of 2021:
37 For the maintenance and operation of various facilities and systems
38 including personal services, fringe benefits and indirect costs.
39 Notwithstanding any other law to the contrary, all or a portion of the
40 funds appropriated herein may be suballocated or transferred to any
41 department, agency, or public authority (25FM21MO) (81107) .........
42 5,754,000 ......................................... (re. $1,262,000)",397,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|81107|2021|5754000
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,14041,2021,874000,110000,"29 By chapter 54, section 1, of the laws of 2021:
30 For the preparation and review of plans, specifications, estimates,
31 studies, inspections, appraisals and surveys, and payment of
32 personal service and nonpersonal service, including fringe benefits
33 and indirect costs related to the administration and security of
34 capital projects provided by the office of children and family
35 services for new and reappropriated projects (25AD2150) (14041) ....
36 874,000 ............................................. (re. $110,000)",398,29.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14041|2021|874000
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,13913,2017,61922000,61922000,"11 By chapter 54, section 1, of the laws of 2017, as amended by chapter 54,
12 section 1, of the laws of 2018:
13 For payment of the cost of land acquisition, construction, recon-
14 struction, rehabilitation and improvements, including the prepara-
15 tion of designs, plans, specifications and estimates, for new and
16 existing capital projects and programs including, but not limited
17 to, preparation of plans, administration, maintenance and improve-
18 ment of existing facilities of any state agency, new facilities,
19 energy conservation, environmental protection or improvement, health
20 and safety, preservation of facilities, accreditation and program
21 improvement or program changes associated with the raising the age
22 of juvenile jurisdiction, including to the extent feasible, the
23 reuse of a facility of any state agency or a new facility, provided,
24 however, that expenditures from this appropriation are pursuant to
25 part WWW of chapter 59 of the laws of 2017 and no expenditures may
26 be made from this appropriation until a plan of projects has been
27 approved by the director of the budget. Notwithstanding any other
28 provision of law to the contrary, money hereby appropriated may be
29 suballocated or transferred to the department of corrections and
30 community supervision or any other agency for expenses related to
31 this program (25RA1708) (13913) ... 110,000,000 .. (re. $61,922,000)",408,11.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13913|2017|61922000
OFFICE OF GENERAL SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,81107,2023,83739000,8845000,"28 By chapter 54, section 1, of the laws of 2023:
29 For the maintenance and operation of various facilities and systems
30 including personal services, nonpersonal services, fringe benefits
31 and indirect costs. Notwithstanding any other law to the contrary,
32 all or a portion of the funds appropriated herein may be suballo-
33 cated or transferred to any department, agency, or public authority
34 (05FM23MO) (81107) ... 83,739,000 ................. (re. $8,845,000)",427,28.0,2025-26,CAP 25-26.pdf,OFFICE OF GENERAL SERVICES|81107|2023|83739000
OFFICE OF GENERAL SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,81028,2020,4000000,1192000,"38 By chapter 54, section 1, of the laws of 2020:
39 For payment of the cost of demolition, alterations and improvements
40 for health and safety to existing facilities, including the payment
41 of liabilities incurred prior to April 1, 2020 (05072001) (81028)
42 ... 4,000,000 ..................................... (re. $1,192,000)",431,38.0,2025-26,CAP 25-26.pdf,OFFICE OF GENERAL SERVICES|81028|2020|4000000
OFFICE OF GENERAL SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,81028,2019,7800000,1691000,"43 By chapter 54, section 1, of the laws of 2019:
AB
432 12554-09-5
OFFICE OF GENERAL SERVICES
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 For payment of the cost of demolition, alterations and improvements
2 for health and safety to existing facilities, including the payment
3 of liabilities incurred prior to April 1, 2019 (05071901) (81028)
4 ... 7,800,000 ..................................... (re. $1,691,000)",432,43.0,2025-26,CAP 25-26.pdf,OFFICE OF GENERAL SERVICES|81028|2019|7800000
OFFICE OF GENERAL SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,81028,2018,12400000,1419000,"5 By chapter 54, section 1, of the laws of 2018:
6 For payment of the cost of demolition, alterations and improvements
7 for health and safety to existing facilities, including the payment
8 of liabilities incurred prior to April 1, 2018 (05071801) (81028)
9 ... 12,400,000 .................................... (re. $1,419,000)",432,5.0,2025-26,CAP 25-26.pdf,OFFICE OF GENERAL SERVICES|81028|2018|12400000
OFFICE OF GENERAL SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,26217,2017,32600000,8364000,"28 For payment of the costs of alterations, improvements and rehabili-
29 tation for the preservation of various facilities throughout the
30 state, including the payment of liabilities incurred prior to April
31 1, 2017 (05NR1703) (26217) ... 32,600,000 ......... (re. $8,364,000)",436,28.0,2025-26,CAP 25-26.pdf,OFFICE OF GENERAL SERVICES|26217|2017|32600000
OFFICE OF GENERAL SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,26217,2016,14000000,2800000,"42 For payment of the costs of alterations, improvements and rehabili-
43 tation for the preservation of various facilities throughout the
44 state, including the payment of liabilities incurred prior to April
45 1, 2016 (05NR1603) (26217) ... 14,000,000 ......... (re. $2,800,000)",436,42.0,2025-26,CAP 25-26.pdf,OFFICE OF GENERAL SERVICES|26217|2016|14000000
OFFICE OF GENERAL SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,26224,2023,35600000,6920000,"43 By chapter 54, section 1, of the laws of 2023:
44 For preventive maintenance on state facilities including personal
45 services, nonpersonal services, fringe benefits and the contractual
46 services provided by private firms, including the payment of liabil-
47 ities incurred prior to April 1, 2023 (050923PM) (26224) ...........
48 35,600,000 ........................................ (re. $6,920,000)",438,43.0,2025-26,CAP 25-26.pdf,OFFICE OF GENERAL SERVICES|26224|2023|35600000
OFFICE OF GENERAL SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,26224,2022,26280000,3426000,"1 By chapter 54, section 1, of the laws of 2022:
2 For preventive maintenance on state facilities including personal
3 services, nonpersonal services, fringe benefits and the contractual
4 services provided by private firms, including the payment of liabil-
5 ities incurred prior to April 1, 2022 (050922PM) (26224) ...........
6 26,280,000 ........................................ (re. $3,426,000)",439,1.0,2025-26,CAP 25-26.pdf,OFFICE OF GENERAL SERVICES|26224|2022|26280000
DEPARTMENT OF HEALTH,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,26624,2025,10000000,0,"440 12554-09-5 DEPARTMENT OF HEALTH CAPITAL PROJECTS 2025-26 1 For the comprehensive construction programs, purposes and 2 projects as herein specified in accordance with the 3 following: 4 APPROPRIATIONS REAPPROPRIATIONS 5 Capital Projects Funds - Other ..... 1,238,170,000 5,419,896,000 6 Capital Projects Funds - Federal ... 322,500,000 1,082,874,000 7 ---------------- ---------------- 8 All Funds ........................ 1,560,670,000 6,502,770,000 9 ================ ================ 10 ALL PAYERS CLAIMS DATABASE (CCP) ............................ 10,000,000 11 -------------- 12 Capital Projects Funds - Other 13 Capital Projects Fund - 30000 14 Program Improvement/Change Purpose 15 For grants, services and expenses related to 16 the establishment, support, and adminis- 17 tration of an all payers claim database, 18 including but not limited to technology, 19 equipment, software, personal service, 20 fringe benefits, and indirect costs. For 21 purposes of the program, all such activ- 22 ities are deemed to constitute a capital 23 expenditure. No expenditures related to 24 this appropriation shall be made without a 25 plan, prepared by the commissioner of 26 health and approved by the director of the 27 budget, detailing sufficient resources are 28 available to support such expenditures 29 (12AP2508) (26624) .......................... 10,000,000",440,29.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF HEALTH|26624|2025|10000000
DEPARTMENT OF HEALTH,CAPITAL PROJECTS,Capital Projects Fund,Health Care IT Capital Account - 32216,26628,2025,35000000,0,"19 STATEWIDE HEALTH INFORMATION NETWORK FOR NEW YORK (CCP) ..... 35,000,000 20 -------------- 21 Capital Projects Funds - Other 22 Capital Projects Fund - 30000 23 Program Improvement/Change Purpose 24 For grants, services and expenses including 25 contracts for the New York eHealth Colla- 26 borative for the purpose of supporting and 27 administering the statewide health infor- 28 mation network for New York, including but 29 not limited to qualified entities certi- 30 fied by the department, technology, equip- 31 ment, software, personal service, fringe 32 benefits, and indirect costs. For purposes 33 of the program, all such activities are 34 deemed to constitute a capital expendi- 35 ture. Provided, however, that two million 36 five hundred thousand dollars shall be 37 used for modernizing health reporting 38 systems. No expenditures related to this 39 appropriation shall be made without a 40 plan, prepared by the commissioner of 41 health and approved by the director of the 42 budget, detailing sufficient resources are 43 available to support such expenditures. 44 Use of such funds shall not be subject to 45 the requirements of section 163 of the 46 state finance law. (12SH2508) (26628) ....... 35,000,000",444,46.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF HEALTH|26628|2025|35000000
DEPARTMENT OF HEALTH,CAPITAL PROJECTS,Capital Projects Fund,Safe Drinking Water Revolving Account - 31360,85501,2017,150000000,93114000,"29 By chapter 54, section 1, of the laws of 2017, as amended by chapter 54,
30 section 1, of the laws of 2023:
31 The sum of $150,000,000 is hereby appropriated for services and
32 expenses of a life sciences laboratory public health initiative in
33 the Capital District pursuant to a plan developed by the chief exec-
34 utive officer of the New York state urban development corporation
35 jointly with the commissioner of health to develop life science
36 research, innovation, and infrastructure including, but not limited
37 to the preparation of plans, design, construction, renovation, and
38 other costs incidental thereto, including the payment of liabilities
39 incurred prior to April 1, 2017. Notwithstanding section 51 of the
40 public authorities law, such plan shall be reviewed and approved by
41 New York State public authorities control board. Prior to any award,
42 the New York state public authorities control board shall review and
43 approve any construction project in excess of five million dollars
44 funded from this appropriation. All or a portion of the funds appro-
45 priated hereby may be suballocated or transferred to any department,
46 agency, or public authority (12251709) (85501) .....................
47 150,000,000 ...................................... (re. $93,114,000)",447,29.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF HEALTH|85501|2017|150000000
DEPARTMENT OF HEALTH,CAPITAL PROJECTS,Capital Projects Fund,Safe Drinking Water Revolving Account - 31360,26888,2022,15000000,3479000,"23 By chapter 54, section 1, of the laws of 2022:
24 For payment of a portion of the state's match for the safe drinking
25 water revolving fund (12SM2257) (26888) ............................
26 15,000,000 ........................................ (re. $3,479,000)",461,23.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF HEALTH|26888|2022|15000000
